

 symbol  | id            | first_trade_id | is_buyer_maker | last_trade_id | price   | quantity | time                            | timestamp
 BNBUSDT | 1712477504442 |     1242627568 |          False |    1242627568 | 587.630 |     0.01 | 1970-01-07 09:43:51.262000+0000 | 1712477504288

 BNBUSDT | 1712477505938 |     1242627569 |           True |    1242627569 | 587.620 |     0.01 | 1970-01-07 09:43:51.263000+0000 | 1712477505784

 BNBUSDT | 1712477506074 |     1242627570 |          False |    1242627570 | 587.630 |     0.03 | 1970-01-07 09:43:51.264000+0000 | 1712477505988

 BNBUSDT | 1712477506225 |     1242627571 |           True |    1242627571 | 587.620 |     0.02 | 1970-01-07 09:43:51.265000+0000 | 1712477506070

 BNBUSDT | 1712477506588 |     1242627572 |          False |    1242627572 | 587.630 |     0.04 | 1970-01-07 09:43:51.266000+0000 | 1712477506434

 BNBUSDT | 1712477507726 |     1242627573 |          False |    1242627573 | 587.630 |     0.41 | 1970-01-07 09:43:51.267000+0000 | 1712477507571

 BNBUSDT | 1712477508940 |     1242627574 |          False |    1242627575 | 587.630 |     2.65 | 1970-01-07 09:43:51.268000+0000 | 1712477508786

 BNBUSDT | 1712477509466 |     1242627576 |          False |    1242627576 | 587.630 |     0.01 | 1970-01-07 09:43:51.269000+0000 | 1712477509312

 BNBUSDT | 1712477511860 |     1242627577 |          False |    1242627577 | 587.630 |     0.33 | 1970-01-07 09:43:51.270000+0000 | 1712477511707

 BNBUSDT | 1712477513944 |     1242627578 |          False |    1242627586 | 587.630 |     2.28 | 1970-01-07 09:43:51.271000+0000 | 1712477513790

 BNBUSDT | 1712477514473 |     1242627587 |          False |    1242627587 | 587.630 |     0.01 | 1970-01-07 09:43:51.272000+0000 | 1712477514321

 BNBUSDT | 1712477514624 |     1242627588 |           True |    1242627589 | 587.620 |     0.12 | 1970-01-07 09:43:51.273000+0000 | 1712477514470

 BNBUSDT | 1712477514684 |     1242627632 |           True |    1242627632 | 587.610 |     0.12 | 1970-01-07 09:43:51.275000+0000 | 1712477514681

 BNBUSDT | 1712477514835 |     1242627633 |           True |    1242627634 | 587.600 |     0.05 | 1970-01-07 09:43:51.276000+0000 | 1712477514681

 BNBUSDT | 1712477516987 |     1242627635 |          False |    1242627635 | 587.600 |     0.01 | 1970-01-07 09:43:51.277000+0000 | 1712477516833

 BNBUSDT | 1712477517291 |     1242627636 |          False |    1242627636 | 587.600 |     0.28 | 1970-01-07 09:43:51.278000+0000 | 1712477517136

 BNBUSDT | 1712477518915 |     1242627637 |          False |    1242627637 | 587.600 |     1.90 | 1970-01-07 09:43:51.279000+0000 | 1712477518760

 BNBUSDT | 1712477519154 |     1242627638 |          False |    1242627638 | 587.600 |     0.17 | 1970-01-07 09:43:51.280000+0000 | 1712477519000

 BNBUSDT | 1712477519465 |     1242627639 |          False |    1242627639 | 587.600 |     0.01 | 1970-01-07 09:43:51.281000+0000 | 1712477519309

 BNBUSDT | 1712477521646 |     1242627640 |           True |    1242627640 | 587.590 |     0.02 | 1970-01-07 09:43:51.282000+0000 | 1712477521491

 BNBUSDT | 1712477522769 |     1242627641 |           True |    1242627648 | 587.590 |     2.06 | 1970-01-07 09:43:51.283000+0000 | 1712477522614

 BNBUSDT | 1712477523209 |     1242627649 |          False |    1242627650 | 587.600 |     0.17 | 1970-01-07 09:43:51.284000+0000 | 1712477523055

 BNBUSDT | 1712477523547 |     1242627651 |           True |    1242627651 | 587.590 |     0.03 | 1970-01-07 09:43:51.285000+0000 | 1712477523392

 BNBUSDT | 1712477523919 |     1242627652 |          False |    1242627653 | 587.600 |     1.53 | 1970-01-07 09:43:51.286000+0000 | 1712477523764

 BNBUSDT | 1712477524289 |     1242627654 |           True |    1242627654 | 587.590 |     0.01 | 1970-01-07 09:43:51.287000+0000 | 1712477524135

 BNBUSDT | 1712477524457 |     1242627655 |          False |    1242627655 | 587.600 |     0.01 | 1970-01-07 09:43:51.288000+0000 | 1712477524302

 BNBUSDT | 1712477524836 |     1242627656 |          False |    1242627656 | 587.600 |     0.01 | 1970-01-07 09:43:51.289000+0000 | 1712477524682

 BNBUSDT | 1712477525021 |     1242627657 |          False |    1242627657 | 587.600 |     0.13 | 1970-01-07 09:43:51.290000+0000 | 1712477524941

 BNBUSDT | 1712477525172 |     1242627658 |           True |    1242627658 | 587.590 |     0.02 | 1970-01-07 09:43:51.291000+0000 | 1712477525018

 BNBUSDT | 1712477525627 |     1242627659 |           True |    1242627660 | 587.590 |     0.59 | 1970-01-07 09:43:51.292000+0000 | 1712477525478

 BNBUSDT | 1712477525778 |     1242627661 |          False |    1242627661 | 587.600 |     0.06 | 1970-01-07 09:43:51.293000+0000 | 1712477525624

 BNBUSDT | 1712477526326 |     1242627662 |          False |    1242627664 | 587.600 |     0.11 | 1970-01-07 09:43:51.294000+0000 | 1712477526171

 BNBUSDT | 1712477526469 |     1242627665 |          False |    1242627666 | 587.600 |     0.06 | 1970-01-07 09:43:51.295000+0000 | 1712477526354

 BNBUSDT | 1712477526620 |     1242627667 |          False |    1242627667 | 587.600 |     0.85 | 1970-01-07 09:43:51.296000+0000 | 1712477526466

 BNBUSDT | 1712477527085 |     1242627668 |           True |    1242627668 | 587.590 |     0.01 | 1970-01-07 09:43:51.297000+0000 | 1712477526931

 BNBUSDT | 1712477528769 |     1242627669 |           True |    1242627669 | 587.590 |     0.02 | 1970-01-07 09:43:51.298000+0000 | 1712477528634

 BNBUSDT | 1712477528920 |     1242627670 |          False |    1242627670 | 587.600 |     1.17 | 1970-01-07 09:43:51.299000+0000 | 1712477528767

 BNBUSDT | 1712477529455 |     1242627671 |          False |    1242627671 | 587.600 |     0.01 | 1970-01-07 09:43:51.300000+0000 | 1712477529301

 BNBUSDT | 1712477530769 |     1242627672 |           True |    1242627672 | 587.590 |     0.01 | 1970-01-07 09:43:51.301000+0000 | 1712477530614

 BNBUSDT | 1712477533939 |     1242627673 |          False |    1242627673 | 587.600 |     0.83 | 1970-01-07 09:43:51.302000+0000 | 1712477533785

 BNBUSDT | 1712477534523 |     1242627674 |           True |    1242627674 | 587.590 |     0.04 | 1970-01-07 09:43:51.303000+0000 | 1712477534369

 BNBUSDT | 1712477538940 |     1242627675 |          False |    1242627675 | 587.600 |     0.51 | 1970-01-07 09:43:51.304000+0000 | 1712477538785

 BNBUSDT | 1712477539228 |     1242627676 |           True |    1242627677 | 587.590 |     1.02 | 1970-01-07 09:43:51.305000+0000 | 1712477539074

 BNBUSDT | 1712477541207 |     1242627678 |           True |    1242627678 | 587.590 |     0.05 | 1970-01-07 09:43:51.306000+0000 | 1712477541090

 BNBUSDT | 1712477541358 |     1242627679 |           True |    1242627679 | 587.590 |     0.43 | 1970-01-07 09:43:51.307000+0000 | 1712477541203

 BNBUSDT | 1712477542124 |     1242627680 |           True |    1242627682 | 587.590 |     1.50 | 1970-01-07 09:43:51.308000+0000 | 1712477541970

 BNBUSDT | 1712477543672 |     1242627717 |           True |    1242627717 | 587.560 |     0.01 | 1970-01-07 09:43:51.312000+0000 | 1712477543668

 BNBUSDT | 1712477543677 |     1242627718 |           True |    1242627719 | 587.550 |     0.05 | 1970-01-07 09:43:51.313000+0000 | 1712477543669

 BNBUSDT | 1712477543828 |     1242627720 |           True |    1242627722 | 587.540 |     0.04 | 1970-01-07 09:43:51.314000+0000 | 1712477543674

 BNBUSDT | 1712477545013 |     1242627723 |          False |    1242627723 | 587.540 |     0.35 | 1970-01-07 09:43:51.315000+0000 | 1712477544858

 BNBUSDT | 1712477545184 |     1242627724 |           True |    1242627724 | 587.530 |     0.01 | 1970-01-07 09:43:51.316000+0000 | 1712477545032

 BNBUSDT | 1712477545351 |     1242627725 |           True |    1242627725 | 587.530 |     0.01 | 1970-01-07 09:43:51.317000+0000 | 1712477545196

 BNBUSDT | 1712477546781 |     1242627726 |           True |    1242627726 | 587.530 |     0.02 | 1970-01-07 09:43:51.318000+0000 | 1712477546626

 BNBUSDT | 1712477547943 |     1242627727 |           True |    1242627727 | 587.530 |     0.01 | 1970-01-07 09:43:51.319000+0000 | 1712477547789

 BNBUSDT | 1712477548495 |     1242627728 |           True |    1242627728 | 587.530 |     0.01 | 1970-01-07 09:43:51.320000+0000 | 1712477548341

 BNBUSDT | 1712477548773 |     1242627729 |           True |    1242627730 | 587.530 |     0.08 | 1970-01-07 09:43:51.321000+0000 | 1712477548619

 BNBUSDT | 1712477549649 |     1242627731 |           True |    1242627731 | 587.530 |     0.02 | 1970-01-07 09:43:51.322000+0000 | 1712477549495

 BNBUSDT | 1712477550270 |     1242627732 |           True |    1242627732 | 587.530 |     0.01 | 1970-01-07 09:43:51.323000+0000 | 1712477550116

 BNBUSDT | 1712477550678 |     1242627767 |          False |    1242627768 | 587.570 |     4.32 | 1970-01-07 09:43:51.327000+0000 | 1712477550674

 BNBUSDT | 1712477550829 |     1242627769 |          False |    1242627769 | 587.590 |     0.42 | 1970-01-07 09:43:51.328000+0000 | 1712477550674

 BNBUSDT | 1712477551072 |     1242627770 |           True |    1242627770 | 587.590 |     0.04 | 1970-01-07 09:43:51.329000+0000 | 1712477550918

 BNBUSDT | 1712477551827 |     1242627771 |          False |    1242627772 | 587.600 |     0.17 | 1970-01-07 09:43:51.330000+0000 | 1712477551758

 BNBUSDT | 1712477551978 |     1242627773 |           True |    1242627773 | 587.590 |     0.03 | 1970-01-07 09:43:51.331000+0000 | 1712477551825

 BNBUSDT | 1712477553148 |     1242627774 |          False |    1242627774 | 587.600 |     0.28 | 1970-01-07 09:43:51.332000+0000 | 1712477552995

 BNBUSDT | 1712477555868 |     1242627775 |           True |    1242627775 | 587.590 |     0.02 | 1970-01-07 09:43:51.333000+0000 | 1712477555713

 BNBUSDT | 1712477556214 |     1242627776 |          False |    1242627776 | 587.600 |     0.28 | 1970-01-07 09:43:51.334000+0000 | 1712477556060

 BNBUSDT | 1712477557136 |     1242627777 |           True |    1242627777 | 587.590 |     0.01 | 1970-01-07 09:43:51.335000+0000 | 1712477556982

 BNBUSDT | 1712477557961 |     1242627778 |           True |    1242627778 | 587.590 |     0.01 | 1970-01-07 09:43:51.336000+0000 | 1712477557808

 BNBUSDT | 1712477558528 |     1242627779 |           True |    1242627779 | 587.590 |     0.01 | 1970-01-07 09:43:51.337000+0000 | 1712477558374

 BNBUSDT | 1712477560324 |     1242627780 |           True |    1242627780 | 587.590 |     0.86 | 1970-01-07 09:43:51.338000+0000 | 1712477560169

 BNBUSDT | 1712477561954 |     1242627781 |           True |    1242627781 | 587.590 |     0.25 | 1970-01-07 09:43:51.339000+0000 | 1712477561799

 BNBUSDT | 1712477565022 |     1242627782 |           True |    1242627783 | 587.590 |     8.50 | 1970-01-07 09:43:51.340000+0000 | 1712477564868

 BNBUSDT | 1712477567686 |     1242627784 |           True |    1242627784 | 587.590 |     1.00 | 1970-01-07 09:43:51.341000+0000 | 1712477567531

 BNBUSDT | 1712477569206 |     1242627785 |           True |    1242627785 | 587.590 |     0.02 | 1970-01-07 09:43:51.342000+0000 | 1712477569052

 BNBUSDT | 1712477569594 |     1242627786 |          False |    1242627786 | 587.600 |     0.34 | 1970-01-07 09:43:51.343000+0000 | 1712477569564

 BNBUSDT | 1712477569745 |     1242627787 |           True |    1242627787 | 587.590 |     0.01 | 1970-01-07 09:43:51.344000+0000 | 1712477569591

 BNBUSDT | 1712477572141 |     1242627788 |           True |    1242627788 | 587.590 |     0.04 | 1970-01-07 09:43:51.345000+0000 | 1712477571987

 BNBUSDT | 1712477574387 |     1242627789 |           True |    1242627790 | 587.590 |     1.24 | 1970-01-07 09:43:51.346000+0000 | 1712477574233

 BNBUSDT | 1712477575301 |     1242627791 |          False |    1242627791 | 587.600 |     0.28 | 1970-01-07 09:43:51.347000+0000 | 1712477575154

 BNBUSDT | 1712477575452 |     1242627792 |           True |    1242627830 | 587.590 |     1.48 | 1970-01-07 09:43:51.348000+0000 | 1712477575298

